postUrl,companyUrl,companyName,followerCount,postDate,duration,date_count_method,numOfDays,postActualDate,textContent,likeCount,commentCount,name,query,category,timestamp,profileUrl,fullName,title
https://www.linkedin.com/feed/update/urn:li:activity:6858566261375410176,,,,5mo,5,mo,155,26/10/2021,"""...to Singapore Children's Society.      #transformation #womenempoweringwomen #myvoice #mentalhealth""",18,2,Leigh-Anne Sharland,singapore children's society,Content,2022-03-30T08:40:44.904Z,https://www.linkedin.com/in/ACoAAAVC6EgBaYGFfDZtRtrhldyNRVOTa6d0_DY?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAVC6EgBaYGFfDZtRtrhldyNRVOTa6d0_DY,Leigh-Anne Sharland,Wise Woman With An Opinion | Thought Leader | Business & Data Intelligence | Keynote Speaker | Mentor | Coach | Author
https://www.linkedin.com/feed/update/urn:li:activity:6858805121611022336,,,,5mo,5,mo,155,26/10/2021,"""...Global Influencers Publishing House for making this book possible. ❤️  ✅ Please register to join: https://lnkd.in/gx_ZnUm4   ✅ This book is now available on Amazon - https://lnkd.in/gAC8W3gp and we're supporting Singapore Children's society...""",24,9,Bindu Sanganee,singapore children's society,Content,2022-03-30T08:40:44.904Z,https://www.linkedin.com/in/ACoAAAP7JLwBTySiL4PKyS7K39Lu2omCMkcSt-0?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAP7JLwBTySiL4PKyS7K39Lu2omCMkcSt-0,Bindu Sanganee,"Internationally Certified Law of Attraction - ""Wealth Guide & Practitioner"" | Global Keynote Speaker | Author | BIBO Framework |"
https://www.linkedin.com/feed/update/urn:li:activity:6863718324673552384,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,5mo,5,mo,155,26/10/2021,"""Singapore Children’s Society turns 70 in 2022! To celebrate this milestone, we want to hear from you. Tell us how your life as a current or former beneficiary, volunteer or even staff, has been impacted and touched by Children’s Society...""",10,0,Singapore Children's Society,singapore children's society,Content,2022-03-30T08:40:44.904Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6858364298209718272,,,,5mo,5,mo,155,26/10/2021,"""...local start times once registered)  ✅ This book is now available on Amazon - https://lnkd.in/gxDWjt5b and we're supporting Singapore Children's society through the sale proceeds of this book. So, please go ahead and buy this book to help...""",26,9,Abhilasha Parikh,singapore children's society,Content,2022-03-30T08:40:44.904Z,https://www.linkedin.com/in/ACoAAAfEZnsB4QS994vwey4Cuw7r2TLH3bSCbN4?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAfEZnsB4QS994vwey4Cuw7r2TLH3bSCbN4,Abhilasha Parikh,Team Lead - ANZ Renewal Sales Development at Jamf
https://www.linkedin.com/feed/update/urn:li:activity:6857110780706467840,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,5mo,5,mo,155,26/10/2021,"""...of Singapore Children’s Society Prof Ho Lai Yun shared more about the works of neonatology and advocated the importance of child abuse and neglect prevention. He...""",2,0,Singapore Children's Society,singapore children's society,Content,2022-03-30T08:40:53.227Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6857616789887680512,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,5mo,5,mo,155,26/10/2021,"""...of Spring (premium skincare product)! Check out the full list of prizes in our website at bit.ly/ddw2021-info!  All proceeds from the sale of Donation Draw tickets and outright donations received, will go towards Singapore Children’s Society...""",8,0,Singapore Children's Society,singapore children's society,Content,2022-03-30T08:41:23.506Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6854236802522460160,https://www.linkedin.com/company/spudnik-lab/,SpudnikLab,162 followers,5mo,5,mo,155,26/10/2021,"""..., Beyond Social Services, Children's Aid Society Singapore, Engineering Good, Kampong Kapor Community Services, National University of Singapore, Singapore University of Technology and Design (SUTD), TOUCH Community Services, and Yishun...""",5,0,SpudnikLab,singapore children's society,Content,2022-03-30T08:41:37.145Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6863685942360850432,,,,5mo,5,mo,155,26/10/2021,"""More than a year back, I got the inspiration to create Physical Vending Machines to donate to charity from a church in the US. Samuel Rhee, Gregory Van and Jason Huan were and have been so supportive of this project, am very grateful to be a part of Endowus, a company with heart. 

As part of our Endowus Gives Back program, we launched this week our Giving Machines, both physical and virtual for the holiday season. With these machines, people can donate to 15 different charities that we have partnered with, instead of buying an item at a vending machines, they get to give back! It has been a tough couple years for many people. We are working with charities that help children, the elderly, families, and more.

This has been a labour of hard work and love between multiple teams.

Thanks especially to Steffie Vanessia for doing all the very hard work, and to Lean Sing Ding, Reaiah C., Jeffrey Alex Chang, Jennifer Kan, Revin Tan and more over the past few months to bring this to fruition!

We are looking to do more in the coming months and next year with some other really cool ideas and partnerships for people to give back through Endowus. Stay tuned!

The physical machines are at Velocity, United Square and KINEX as of today. They will go live at Marina Square on Nov 13. Please do take pictures with the machines and cards and tag us on social media with the hash tags #EndowusGivesBack #TheGiftofHope.

Get your friends and family down too.For those who can't make it to the malls, or want to share with friends and family and donate more online, you can do so directly at https://lnkd.in/gSthj4Ra, where we have partnered directly with NVPC - Towards a City of Good and giving.sg to get this virtual vending machine running. This virtual vending machine will also be featured on walls across 4 MRT stations come December! Please share the link on all your social media channels!

cc: Ee Rong Chong, Junxu (Jx) Lye, Boys Town, Aidha , Red Pencil, Make-A-Wish Foundation® (Singapore) Ltd, Children's Aid Society, Children's Wishing Well, Zhuoran (John) Li, Jen Lua, Madeline Wee, Danny Ho, Sin Ting So, The Food Bank Singapore, Rainbow Centre, Russell Lim, Daniel Choo, Sheng Shi Chiam, CFA, Yulin Liu, Kyungju Hong

#charitablegiving #charities #donations #partnerships #Christmas #fintech #charity #help #inspiration""",170,5,Ee Chien Chua,singapore children's society,Content,2022-03-30T08:41:37.145Z,https://www.linkedin.com/in/ACoAAAWGFQIB65sQ31BhwKfb47Kd9Il01SWLEEQ?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAWGFQIB65sQ31BhwKfb47Kd9Il01SWLEEQ,Ee Chien Chua,"Director, BD & Partnerships @ Endowus | Jekyll & Hyde Owner"
https://www.linkedin.com/feed/update/urn:li:activity:6862296294732521472,,,,5mo,5,mo,155,26/10/2021,"""A heartwarming testimony from one of the beneficiaries of the Help the Children and Youth Programme offered by Singapore Cancer Society.  Kudos to Albert Ching and his team at SCS for all the hard work and various support...""",60,6,Carol Lee,singapore children's society,Content,2022-03-30T08:41:37.145Z,https://www.linkedin.com/in/ACoAABFmhx0BLpbQY15R0oLO8NcJEpvKJATAZmc?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABFmhx0BLpbQY15R0oLO8NcJEpvKJATAZmc,Carol Lee,"Head, Tan Chin Tuan Foundation | Philanthropy | Grant Making | Humanitarian at heart"
https://www.linkedin.com/feed/update/urn:li:activity:6865594887488729088,,,,4mo,4,mo,124,26/11/2021,"""...to recognize its positive impact during the pandemic in giving back to the community.  Community Chest Singapore Singapore Children's Society #GartnerGives #communityimpact #lifeatgartner  #CSR #thankyouforyoursupport...""",97,9,Sasmita Sahu,singapore children's society,Content,2022-03-30T08:39:37.720Z,https://www.linkedin.com/in/ACoAAC1q9kcBQeoXpBQQ8eALHwzRM_xc2k4p03Q?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC1q9kcBQeoXpBQQ8eALHwzRM_xc2k4p03Q,Sasmita Sahu,Director - APAC Real Estate Operations and Capital Projects at Gartner
https://www.linkedin.com/feed/update/urn:li:activity:6868390632541581312,https://www.linkedin.com/company/swagelok-singapore/,Swagelok Singapore,1.3K followers,4mo,4,mo,124,26/11/2021,"""We have completed our 1st Virtual Charity Run!  Our company motivated our associates to run for overall wellness and, while doing so, help Singapore Children's Society (SCS).  This inspired our associates to run 10KM and 5KM and the group...""",36,2,Swagelok Singapore,singapore children's society,Content,2022-03-30T08:39:41.434Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6864796910813802496,https://www.linkedin.com/company/paypal/,PayPal,1M followers,4mo,4,mo,124,26/11/2021,"""...collaborated with merchants (foodpanda SEPHORA CHARLES & KEITH GROUP and ZALORA Group) , charity organizations ( Breast Cancer Foundation, WWF-Singapore, Lions Befrienders and Singapore Children's Society) and KOLs with an aim to create an...""",35,3,PayPal,singapore children's society,Content,2022-03-30T08:39:44.988Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6871755505375805440,,,,4mo,4,mo,124,26/11/2021,"""Thanks for having me for the fun and open dialogue session Singapore Children's Society.   Glad to have met like-minded individuals in the community...""",5,1,Leonard Sim,singapore children's society,Content,2022-03-30T08:40:00.027Z,https://www.linkedin.com/in/ACoAACGfmGgBqDK3PvneRVp0B072TOYQeJI44bA?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACGfmGgBqDK3PvneRVp0B072TOYQeJI44bA,Leonard Sim,People Advisor at A.P. Moller - Maersk
https://www.linkedin.com/feed/update/urn:li:activity:6868487877148450816,,,,4mo,4,mo,124,26/11/2021,"""...experiences by December 31, 2021 though!   💕 You may also wish to donate your vouchers to participating beneficiaries including MINDS - Movement for the Intellectually Disabled of Singapore, Ray of Hope, Singapore Children's Society, Thye Hua...""",54,2,Alvin Tan,singapore children's society,Content,2022-03-30T08:40:03.324Z,https://www.linkedin.com/in/ACoAAAH8yaMBBCs-5cZJw981uP21cY-m4ftm4eY?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAH8yaMBBCs-5cZJw981uP21cY-m4ftm4eY,Alvin Tan,"Minister of State, Republic of Singapore 🇸🇬"
https://www.linkedin.com/feed/update/urn:li:activity:6866541681391616000,,,,4mo,4,mo,124,26/11/2021,"""Thank you Dawn Lovers of Singapore!   We’re full this week! Another wonderful full contribution to Singapore Children's Society  Fantastic! 😃  Some spots left for 26/11 & 3/12  Check out the practices and locations here:  https://lnkd.in...""",4,0,Danielle Van De Velde,singapore children's society,Content,2022-03-30T08:40:03.325Z,https://www.linkedin.com/in/ACoAAAPHIGcBJr3IuDnfLzVRWauyqXGhkGmkf7U?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAPHIGcBJr3IuDnfLzVRWauyqXGhkGmkf7U,Danielle Van De Velde,Founder | Key Note Speaker | Meditation & Mindfulness Transformational Teacher | Reiki Master | Writer | Mentor | Podcaster | Guided Meditations and Music Producer.
https://www.linkedin.com/feed/update/urn:li:activity:6864796736762769408,https://www.linkedin.com/company/paypal/,PayPal,1M followers,4mo,4,mo,124,26/11/2021,"""...collaborated with merchants (foodpanda SEPHORA CHARLES & KEITH GROUP and ZALORA Group) , charity organizations ( Breast Cancer Foundation, WWF-Singapore, Lions Befrienders and Singapore Children's Society) and KOLs with an aim to create an...""",25,0,PayPal,singapore children's society,Content,2022-03-30T08:40:09.982Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6865495805097324544,,,,4mo,4,mo,124,26/11/2021,"""#HalfAMillion raised for Singapore Children's Society via Project Dum Spiro Spero [14 November 2021] . . . A huge milestone to end the week! I would like to thank everyone's generous support towards the fundraising campaign I started back...""",11,2,Leonard Sim,singapore children's society,Content,2022-03-30T08:40:09.982Z,https://www.linkedin.com/in/ACoAACGfmGgBqDK3PvneRVp0B072TOYQeJI44bA?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACGfmGgBqDK3PvneRVp0B072TOYQeJI44bA,Leonard Sim,People Advisor at A.P. Moller - Maersk
https://www.linkedin.com/feed/update/urn:li:activity:6869053352546840576,,,,4mo,4,mo,124,26/11/2021,"""Thank you again Dawn Lovers of Singapore!   We are fully booked this Friday which means another full contribution to Singapore Children's Society . Just wonderful.  Our final Dawn Dreaming outdoor meditation is on 3rd Dec, back in our...""",4,0,Danielle Van De Velde,singapore children's society,Content,2022-03-30T08:40:09.982Z,https://www.linkedin.com/in/ACoAAAPHIGcBJr3IuDnfLzVRWauyqXGhkGmkf7U?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAPHIGcBJr3IuDnfLzVRWauyqXGhkGmkf7U,Danielle Van De Velde,Founder | Key Note Speaker | Meditation & Mindfulness Transformational Teacher | Reiki Master | Writer | Mentor | Podcaster | Guided Meditations and Music Producer.
https://www.linkedin.com/feed/update/urn:li:activity:6871694197716590593,https://www.linkedin.com/company/jci-mandarin-singapore/,JCI Mandarin Singapore (新加坡文华国际青年商会),50 followers,4mo,4,mo,124,26/11/2021,"""JCI Mandarin concluded the online fundraising campaign for Singapore Children's Society, Make a Child Happy This Children's Day, with a cheque presentation session on 10 November 2021.  The committee was honoured to have met up...""",4,1,JCI Mandarin Singapore (新加坡文华国际青年商会),singapore children's society,Content,2022-03-30T08:40:15.660Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6871695379700830208,https://www.linkedin.com/company/jci-mandarin-singapore/,JCI Mandarin Singapore (新加坡文华国际青年商会),50 followers,4mo,4,mo,124,26/11/2021,"""JCI Mandarin concluded the online fundraising campaign for Singapore Children's Society, Make a Child Happy This Children's Day, with a cheque presentation...""",,,JCI Mandarin Singapore (新加坡文华国际青年商会),singapore children's society,Content,2022-03-30T08:40:15.662Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6864189147045740544,https://www.linkedin.com/company/woodmac-power-renewables/,Wood Mackenzie Power & Renewables,16.7K followers,4mo,4,mo,124,26/11/2021,"""...to Animals (SPCA) & $2976 for Singapore Children’s Society  A special thanks to our Community Engagement team for driving these campaigns.  https://spca.org.sg/  https://lnkd.in/dM3u3Eu2""",2,0,Wood Mackenzie Power & Renewables,singapore children's society,Content,2022-03-30T08:40:21.624Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6870379853649199106,,,,4mo,4,mo,124,26/11/2021,"""This Xmas, join me in sending joy to the 6 organisations supported under The Children's Charities Association of Singapore through our bake sale activity...""",10,0,Yock Song Law,singapore children's society,Content,2022-03-30T08:40:27.779Z,https://www.linkedin.com/in/ACoAAARBwc4BDIYBbFtAeuUCH5uKSWFhfThCy98?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAARBwc4BDIYBbFtAeuUCH5uKSWFhfThCy98,Yock Song Law,Co-founder@Questeon | Head of Partnerships@Tribe Tours | Founder@Little Cookhouse | Ngee Ann Poly BA Advisory Committee | #Travel & #Tourism #Consultant | #Edutech | #Mentor & #coach to hospitality students
https://www.linkedin.com/feed/update/urn:li:activity:6870860866905083904,,,,4mo,4,mo,124,26/11/2021,"""...donated to Singapore Children's Society    Experience a gorgeous group meditation and help Singapore kids….it’s a win:win!  #meditation   #meditationonline  #thichnhathanh #peace #mindfulness #awareness #connection #community #goodwill...""",2,0,Danielle Van De Velde,singapore children's society,Content,2022-03-30T08:40:35.563Z,https://www.linkedin.com/in/ACoAAAPHIGcBJr3IuDnfLzVRWauyqXGhkGmkf7U?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAPHIGcBJr3IuDnfLzVRWauyqXGhkGmkf7U,Danielle Van De Velde,Founder | Key Note Speaker | Meditation & Mindfulness Transformational Teacher | Reiki Master | Writer | Mentor | Podcaster | Guided Meditations and Music Producer.
https://www.linkedin.com/feed/update/urn:li:activity:6864189146634702848,https://www.linkedin.com/company/wood-mackenzie/,Wood Mackenzie,177K followers,4mo,4,mo,124,26/11/2021,"""...to Animals (SPCA) & $2976 for Singapore Children’s Society  A special thanks to our Community Engagement team for driving these campaigns.  https://spca.org.sg/  https://lnkd.in/dM3u3Eu2""",18,0,Wood Mackenzie,singapore children's society,Content,2022-03-30T08:40:35.563Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6865788227274584064,,,,4mo,4,mo,124,26/11/2021,"""...% proceeds donated to Singapore Children's Society   Experience a gorgeous group meditation and help Singapore kids….it’s a win:win!  #meditation   #meditationonline  #thichnhathanh #peace #mindfulness #awareness #connection #community #goodwill...""",4,0,Danielle Van De Velde,singapore children's society,Content,2022-03-30T08:40:53.227Z,https://www.linkedin.com/in/ACoAAAPHIGcBJr3IuDnfLzVRWauyqXGhkGmkf7U?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAPHIGcBJr3IuDnfLzVRWauyqXGhkGmkf7U,Danielle Van De Velde,Founder | Key Note Speaker | Meditation & Mindfulness Transformational Teacher | Reiki Master | Writer | Mentor | Podcaster | Guided Meditations and Music Producer.
https://www.linkedin.com/feed/update/urn:li:activity:6868857600801423360,,,,4mo,4,mo,124,26/11/2021,"""Early in 2021 Grace Tame became Australian of the Year.  

This moment lit a fire in my heart to come out of the shadows and join the movement against sexual abuse and harassment by sharing my story to increase awareness.  

Since then I have become a dual Amazon international bestselling author by contributing to 2 wonderful initiatives and allowing my shadows to create light.

I M Possible- Stories Of Grit and Perseverance and  #myvoice Volume 2. Stories of Transformation and Purpose by Women of Substance where I share my story about Taking the Boo out of Taboo.  

By having open and courageous conversations about taboo subjects we increase awareness, remove stigma and heal current and future generations.

Thank you Neera Gupta, Shikha Sarkar and Anna Von Zinner and all at Global Influencers Publishing House for your professionalism and support. 

Congratulations to my fellow authors 🌟

#mentalhealth #womenempoweringwomen 
#mindset 
#transformation 

This book is available on Amazon -  https://lnkd.in/gFrWNXsj and all proceeds go to Singapore Children's Society.""",17,2,Leigh-Anne Sharland,singapore children's society,Content,2022-03-30T08:40:53.227Z,https://www.linkedin.com/in/ACoAAAVC6EgBaYGFfDZtRtrhldyNRVOTa6d0_DY?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAVC6EgBaYGFfDZtRtrhldyNRVOTa6d0_DY,Leigh-Anne Sharland,Wise Woman With An Opinion | Thought Leader | Business & Data Intelligence | Keynote Speaker | Mentor | Coach | Author
https://www.linkedin.com/feed/update/urn:li:activity:6869900504298848256,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,4mo,4,mo,124,26/11/2021,"""...at frd.corporate@childrensociety.org.sg or 6273 2010.  All proceeds from the sale of Donation Draw tickets and outright donations received, will go towards Singapore Children’s Society and the programmes and services we run to provide relief and happiness...""",2,0,Singapore Children's Society,singapore children's society,Content,2022-03-30T08:41:02.470Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6866255155449405440,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,4mo,4,mo,124,26/11/2021,"""“Relief and Happiness in Every Decade” – Were you or your loved ones once a beneficiary, volunteer or staff of Singapore Children’s Society? Do these pictures bring back memories for you or them? We want to hear from you if you had been a...""",9,0,Singapore Children's Society,singapore children's society,Content,2022-03-30T08:41:02.470Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6871001394422308864,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,4mo,4,mo,124,26/11/2021,"""Do you have nostalgic pictures that captures your fond memories with Singapore Children’s Society, like the one that is shared with us 👇? Or are you a budding artist and designer who expresses your thoughts via art? Share your photos...""",11,0,Singapore Children's Society,singapore children's society,Content,2022-03-30T08:41:02.470Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6867348250052190208,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,4mo,4,mo,124,26/11/2021,"""...of Donation Draw tickets and outright donations received, will go towards Singapore Children’s Society and the programmes and services we run to provide relief and happiness to children in need.  (There’s more - Check out the full list...""",8,0,Singapore Children's Society,singapore children's society,Content,2022-03-30T08:41:10.764Z,,,
https://www.linkedin.com/feed/update/urn:li:activity:6873871229309337600,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,4mo,4,mo,124,26/11/2021,"""We can’t think of a better combination: Commitment + Passion!  If you’ve not caught our campaign video for Project Hope & Smiles (bit.ly/hopeandsmiles) - We had the privilege to chat with a few of our volunteers of Singapore Children’s...""",15,0,Singapore Children's Society,singapore children's society,Content,2022-03-30T08:41:10.764Z,,,
