postUrl,companyUrl,companyName,followerCount,postDate,duration,date_count_method,numOfDays,postActualDate,textContent,name,query,category,timestamp,likeCount,commentCount
https://www.linkedin.com/feed/update/urn:li:activity:6913024180397506560,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,5d,5,d,5,25/3/2022,"""Ever wonder how #adayinthelife of a youth worker looks like? Follow Ms Izyan from JYC @ Children’s Society as she takes us through her day! It was also a special one as our youth from the Centre were recording their performances for our recent 1000 Enterprises for Children-in-Need and 1000 Philanthropists Appreciation Event. Opportunities like this help to engage our youth meaningfully by developing their strengths and building their self-confidence.

#adayinmylife #youthwork #youthworker #sgchildrensoc""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.823Z,,
https://www.linkedin.com/feed/update/urn:li:activity:6909401180850855936,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,2w,2,w,14,16/3/2022,"""It is World Social Work Day today! We invited Ms Tan Bee Joo, Senior Director and Group Lead of Family Services to share more about her 24-year journey with Singapore Children’s Society.
 
In her starting years, she was involved with casework and counselling for low-income families and had also worked with youth in Project CABIN – drop-in centres in secondary schools for students to have a conducive environment to hangout after school hours. She led projects such as the Bully Free programme and Tinkle Friend as she took on a managerial role, and today, she continues to serve vulnerable families and their children in the Yishun community.
 
Here are some of the many memorable moments Bee Joo hold close to her heart 💖. She also shared her hopes for Children’s Society as it marks its 70th anniversary this year.
 
From the bottom of our hearts, thank you all social workers for your contribution! #socialworker #worldsocialworkday #sgchildrensoc70""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.823Z,34,1
https://www.linkedin.com/feed/update/urn:li:activity:6911567204241068032,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1w,1,w,7,23/3/2022,"""“Hello, I’m Tinkle Friend! What would you like to talk about today?”

Do you enjoy chatting with children? Are you able to listen and empathise with others? We are currently recruiting volunteers to man our Tinkle Friend helpline and online chat for primary school children in Singapore! Tinkle Friend volunteers offer a listening ear to children who call in or chat with us online about their issues and concerns.

If you are 21 years old and above and keen to be a Tinkle Friend volunteer, you can find out more and register through our website at https://lnkd.in/gjRApJNg.

Please contact the Tinkle Friend team at 6276 5077 from Monday to Friday, 8.30am to 5.30pm and/or email us at tinklefriend@childrensociety.org.sg if you have any queries about the volunteering opportunity.

We hope to welcome you into our Tinkle Friend family 😊

#tinklefriend #sgvolunteer""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.823Z,14,0
https://www.linkedin.com/feed/update/urn:li:activity:6902507515091808256,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1mo,1,mo,31,27/2/2022,"""🤔 How can you help your child change his bullying behaviour? Hear more from Mr Taufiq Salehoodin, Social Programme Assistant Manager from Student Service @ Children’s Society.

#tipsfromtheexpert #bullying""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.823Z,9,0
https://www.linkedin.com/feed/update/urn:li:activity:6898929156130783233,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1mo,1,mo,31,27/2/2022,"""“There’s a lot of stigma and secrecy in talking about child sexual abuse,” said Ms Lin Xiaoling, Deputy Director of the Research and Advocacy Department at Singapore Children’s Society. Let's break the stigma and secrecy by overcoming our own barriers and start having a conversation with our children about body safety skills. 

Read more here https://lnkd.in/gFEcYFzu

Stay tuned for this week’s posts as we will be sharing resources that you can use as a springboard for further conversations.

#bodysafety #KidzLive""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.823Z,20,0
https://www.linkedin.com/feed/update/urn:li:activity:6899246017468862464,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1mo,1,mo,31,27/2/2022,"""“Is it too early for preschool children to learn about sexuality?” – this is a question which the team behind our child sexual abuse prevention programme, KidzLive: I Can Protect Myself, commonly hears. It is never too early to start teaching body safety skills, and the key is to engage in age-appropriate conversations and to make use of teachable moments.

Here, we share our body safety infographic series and KidzLive information booklets that can be used as springboards for conversations. Share these resources with a parent, educator, or anyone who might be interested!

Information booklet (English): https://lnkd.in/gnEuvYEV

Information booklet (Mandarin): https://lnkd.in/gn4M_Ys9

#bodysafety #KidzLive""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.823Z,31,0
https://www.linkedin.com/feed/update/urn:li:activity:6904681830642008064,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1mo,1,mo,31,27/2/2022,"""What do you do when you suspect that child abuse is ongoing? Child abuse has been on the rise in Singapore for the past decade. Members of the community play a crucial role in responding to suspected child abuse to safeguard children. However, the decision to act and intervene is not always an easy one.

In the second article of our February issue of Research Bites, “The Decision-making Experiences of Bystander Witnesses to Suspected Child Abuse”, we look at some of the tensions and dilemmas faced by bystanders to suspected child abuse, and how they decide whether or not to intervene. 

Read more at https://lnkd.in/dMAAyzNS

#researchbites""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.823Z,7,0
https://www.linkedin.com/feed/update/urn:li:activity:6905044215496085504,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,3w,3,w,21,9/3/2022,"""Food insecurity refers to a state where one lacks physical and economic access to sufficient, nutritious food. Being cash-strapped and facing financial constraints, low-income families are more likely to experience food insecurity. 

To better understand their challenges and experiences, we interviewed children and caregivers from low-income families about their food consumption habits. 

Read more about their experiences in our last article, “How Do Low-Income Families Experience Food Insecurity?” and learn more about how you can do your part as an individual to support low-income families at https://lnkd.in/dMAAyzNS

#researchbites""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.823Z,6,0
https://www.linkedin.com/feed/update/urn:li:activity:6904319443363860480,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1mo,1,mo,31,27/2/2022,"""Academic and education-related stressors can be difficult on children, but what about its effects on parents? How do parents experience the challenges that come with trying to support their children in their studies?  

We interviewed parents and professionals working with children to better understand parents’ experiences in relation to their children’s education.  

Read more about parents’ challenges and concerns in the first article, “Parenting as a Balancing Act: Challenges Relating to Involvement in Children’s Education” of our February issue of Research Bites at https://lnkd.in/dMAAyzNS

#researchbites""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.823Z,4,0
https://www.linkedin.com/feed/update/urn:li:activity:6891266080766066688,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,2mo,2,mo,62,27/1/2022,"""Singapore Children’s Society is marking our 70th Anniversary this year! To celebrate this milestone, we are unveiling our 70th Anniversary logo and tagline. Find out what the design and orange colour mean as well as why we chose the tagline ’70 years of bringing hope and smiles’ by clicking here: https://lnkd.in/guxnqf3n. Look out for more updates on our 70th Anniversary celebrations. #sgchildrensoc70""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:11.824Z,22,2
https://www.linkedin.com/feed/update/urn:li:activity:6899970799151788032,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1mo,1,mo,31,27/2/2022,"""“Don’t tell anyone, this is our secret,” is a phrase often used by perpetrators so that they can continue to commit sexual acts with children. Hence it is important to teach children the N.O.T. rules – to say No, walk Out, and Tell a trusted adult if they encounter a bad touch or inappropriate action.

Watch this short animation clip with your child and observe how April applies the N.O.T. rules in this unsafe situation. 

https://lnkd.in/gqp7GkTg

#bodysafety #KidzLive""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:13.789Z,8,0
https://www.linkedin.com/feed/update/urn:li:activity:6892798823903698944,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,2mo,2,mo,62,27/1/2022,"""Thank you Mediacorp Vasantham for visiting Student Service @ Children’s Society to have a chat with our Senior Social Worker, Ms Leela Narayana (right) who is part of the Tinkle Friend team. Leela shared about the common issues primary school students have raised when they call Tinkle Friend and the challenges they have faced amidst the pandemic. The episode in Tamil is now available for viewing here: https://lnkd.in/gUCJWDJ6. 

A self-funded service of Singapore Children’s Society, Tinkle Friend is a national toll-free helpline and chatline for all primary school students in Singapore. Tinkle Friend provides support, advice, and information to lonely and distressed children, especially in situations when their parents or main caregivers are unavailable. Trained staff and volunteers supporting the helpline and chatline operations guide children through problem-solving in a non-directive and caring approach.""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:13.789Z,23,0
https://www.linkedin.com/feed/update/urn:li:activity:6886569903726317569,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,2mo,2,mo,62,27/1/2022,"""Adam, a beneficiary of our Pre-school Outreach programme run by Children Outreach @ Children’s Society, has started to attend Nursery classes this year after his parents received support from us on the registration process. His mother shared that he was calm and happy throughout his first day of school. We are so proud of you, Adam! 😊""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:13.789Z,29,0
https://www.linkedin.com/feed/update/urn:li:activity:6897434090593759232,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1mo,1,mo,31,27/2/2022,"""⚠️ Are your friends or loved ones receiving unkind comments on social media? Mr Taufiq Salehoodin, Social Programme Assistant Manager from Student Service @ Children’s Society shares tips on how you can help them manage this.

#tipsfromtheexpert #cyberbullying""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:13.789Z,14,0
https://www.linkedin.com/feed/update/urn:li:activity:6899608986774056960,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1mo,1,mo,31,27/2/2022,"""Can you spot your favourite CNY snack? 😋 While we’re soaking up the rest of the festive month with our remaining snacks at home, let’s do our part to give back to the ones who might not be able to enjoy them like we do.
 
Send an e-Ang Pow & donate to our project (bit.ly/lkncny2022) today! Sprinkle hope & smiles to our children as you send some love their way!
(Scroll next to view the rest of our snack designs! Do you have a personal favourite?)
 
Your donation will go towards our general fund and help to keep our services and programmes running, making a positive impact on the lives of our children, youth, and families in need 🌈
 
To donate & find out more: visit: bit.ly/lkncny2022
Share about our campaign & support us by giving back today!
 
#lkncny2022 #fundraising #charity #givingback #donatetoday""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:13.789Z,7,0
https://www.linkedin.com/feed/update/urn:li:activity:6897069233004531712,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1mo,1,mo,31,27/2/2022,"""Thanks to technology, most of us can now easily connect with our loved ones wherever they are ❤ Some of our beneficiaries are separated from their families and may not be as fortunate to connect with them as easily.
 
No amount of support is ever too small – Donate to our project (bit.ly/lkncny2022) & make a positive impact to the lives of our children, youth, and families in need 🌈
 
Never underestimate the power you have in shaping their lives.
To donate & find out more, visit: bit.ly/lkncny2022 ✨
 
Share about our campaign & support us by giving today!
 
#lkncny2022 #fundraising #charity #givingback #donatetoday
""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:13.789Z,10,0
https://www.linkedin.com/feed/update/urn:li:activity:6784731188788551680,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1yr,1,yr,365,30/3/2021,"""Congratulations to our Chairman Mr Koh for receiving the Distinguished Service Order from our President over the weekend! This is in recognition of his exemplary service to social service sector for over four decades. Read more https://lnkd.in/ehP28wA """,Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:13.789Z,37,0
https://www.linkedin.com/feed/update/urn:li:activity:6786155100718157824,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,1yr,1,yr,365,30/3/2021,"""We’re proud to have held the Society’s fourth Charity Golf event - Tee Up for Our Children on 26 February this year in a very socially distanced format! 
To give special thanks to our organising committee chaired by Mr Seah Chin Siong, for their hard work & the event key sponsors for their support, our Chairman Mr Koh Choon Hui hosted a cosy private appreciation event recently for them.
Artworks hand drawn by our beneficiaries were presented as tokens of appreciation for an additional personal touch ✨""",Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:13.789Z,41,1
https://www.linkedin.com/feed/update/urn:li:activity:6801399972525879297,https://www.linkedin.com/company/singapore-children's-society/,Singapore Children's Society,1.5K followers,11mo,11,mo,341,23/4/2021,"""Around 190 staff and Board members gathered virtually for our Townhall session on Wednesday 19 May. This is a platform to engage staff and Board members on recent developments, present challenges and future plans for our Society. Judging by the insightful exchanges on how we can continue to be ready for the future, the commitment of everyone on ‘Team Children’s Society’ clearly shone through. """,Singapore Children's Society,https://www.linkedin.com/search/results/content/?fromOrganization=%5B%226590766%22%5D&origin=GLOBAL_SEARCH_HEADER&sid=-aT&sortBy=%22relevance%22,Content,2022-03-30T10:11:13.789Z,23,0
