query,error,timestamp,profilePictureUrl,username,profileUrl,comment,likeCount,replyCount,commentDate,commentId,ownerId
https://www.instagram.com/p/CX04UtiMFHh/,,2022-03-22T04:16:47.845Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/244161173_1381217468964742_6980409281312963177_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=sBf4UUP_CnYAX__Ul0w&tn=n_xVSXrIoc7G0ng5&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8uI7Zyg1BWWM3dmmYltEVKA9LjoNWpHsWnqdQCgeKuBQ&oe=6240804F&_nc_sid=705020,stoke_107,https://www.instagram.com/stoke_107,Promote it on @Mentalhealth_.community,0,0,2021-12-23T13:04:12.000Z,17940961372741504,48377172098
https://www.instagram.com/p/CX0SMhWPIBl/,,2022-03-22T04:16:50.069Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/928846_1709968022564546_111811234_a.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=pM2d0j3fNCkAX_PMMqx&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9JkZY2bic_RnvLSWkcdT1Lw1b-dnAE9y7tczE3SlCirg&oe=62401B59&_nc_sid=705020,sgpools,https://www.instagram.com/sgpools,Hope you guys enjoyed the game! #RiseandRoar #ONESTRONG,1,1,2021-12-23T07:33:34.000Z,17927169328959524,1314874334
https://www.instagram.com/p/CXxvJZvMYZ7/,No comments found,2022-03-22T04:16:50.820Z,,,,,,,,,
https://www.instagram.com/p/CXxO2fzo976/,No comments found,2022-03-22T04:16:51.054Z,,,,,,,,,
https://www.instagram.com/p/CXvdjfigVLh/,No comments found,2022-03-22T04:16:51.438Z,,,,,,,,,
https://www.instagram.com/p/CXkyXVUsSLa/,No comments found,2022-03-22T04:16:51.773Z,,,,,,,,,
https://www.instagram.com/p/CXiQ-j1sdI9/,No comments found,2022-03-22T04:16:52.170Z,,,,,,,,,
https://www.instagram.com/p/CXfbBpZIFa1/,No comments found,2022-03-22T04:16:52.581Z,,,,,,,,,
https://www.instagram.com/p/CXdb_hQMhY1/,No comments found,2022-03-22T04:16:52.857Z,,,,,,,,,
https://www.instagram.com/p/CXTISmUPWel/,No comments found,2022-03-22T04:16:53.289Z,,,,,,,,,
https://www.instagram.com/p/CXNqnpePDn4/,No comments found,2022-03-22T04:16:53.642Z,,,,,,,,,
https://www.instagram.com/p/CXLXBYEstdz/,No comments found,2022-03-22T04:16:54.032Z,,,,,,,,,
https://www.instagram.com/p/CXBJjiMv06f/,No comments found,2022-03-22T04:16:54.440Z,,,,,,,,,
https://www.instagram.com/p/CW71JqWoSaP/,No comments found,2022-03-22T04:16:54.904Z,,,,,,,,,
https://www.instagram.com/p/CW5A3vwLfLx/,No comments found,2022-03-22T04:16:55.286Z,,,,,,,,,
https://www.instagram.com/p/CW2mP8QP_gb/,No comments found,2022-03-22T04:16:55.641Z,,,,,,,,,
https://www.instagram.com/p/CWvDbOtP6Yo/,No comments found,2022-03-22T04:16:56.026Z,,,,,,,,,
https://www.instagram.com/p/CWsMSISr-Rb/,No comments found,2022-03-22T04:16:56.347Z,,,,,,,,,
https://www.instagram.com/p/CWdEkkIvltN/,No comments found,2022-03-22T04:16:56.687Z,,,,,,,,,
https://www.instagram.com/p/CWU4i9VvwfS/,,2022-03-22T04:16:58.887Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/262926635_1267255523772389_4859735031412218562_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=oaNv59YxUDkAX_mPPqp&tn=n_xVSXrIoc7G0ng5&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_OW9bUgtxrOK4qZ07V_T6B-mWGD9cHMo1hNiQAd_LweA&oe=6240C479&_nc_sid=705020,its_saffiyah,https://www.instagram.com/its_saffiyah,"only took part in a few activities conducted by scs, but they were really fun :)",0,0,2021-11-16T08:42:25.000Z,18097544605285849,4181706028
https://www.instagram.com/p/CWU4i9VvwfS/,,2022-03-22T04:16:58.887Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/12256840_729911760442214_2015734047_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=yhcFcamnAHwAX_yXVlw&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8E4Va-YG89MBPpSAUPzVtot_ZBWalf4tB7ALU3ktoGzA&oe=623F4FD1&_nc_sid=705020,alice86_liz,https://www.instagram.com/alice86_liz,One of the children in CC1. There since 3yrs old to 12 yrs old.,0,0,2021-11-16T06:39:08.000Z,17844127469681296,499736096
https://www.instagram.com/p/CWLDDBVvugQ/,No comments found,2022-03-22T04:16:59.561Z,,,,,,,,,
https://www.instagram.com/p/CWIRkJ_vcfb/,No comments found,2022-03-22T04:16:59.885Z,,,,,,,,,
https://www.instagram.com/p/CWFkXaaruYO/,No comments found,2022-03-22T04:17:00.354Z,,,,,,,,,
https://www.instagram.com/p/CWC2MgqPnTB/,No comments found,2022-03-22T04:17:00.844Z,,,,,,,,,
https://www.instagram.com/p/CV1h1Ypt3SO/,No comments found,2022-03-22T04:17:01.101Z,,,,,,,,,
https://www.instagram.com/p/CVzizNaNOKp/,No comments found,2022-03-22T04:17:01.349Z,,,,,,,,,
https://www.instagram.com/p/CVw0MnSv3j3/,,2022-03-22T04:17:03.275Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/206058856_511801983482083_4713926175065008890_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=08wgEMxaWawAX9ymjYA&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8UCMjZmI8OaBX00AdrL2xYpxA51tKnrJaiZeRU5AtG9A&oe=62406D5F&_nc_sid=705020,chuyaomin,https://www.instagram.com/chuyaomin,Can send the recording link to rewatch this event again,0,0,2021-11-02T10:08:52.000Z,18175670509085275,8442026837
https://www.instagram.com/p/CVm8BWCsacB/,No comments found,2022-03-22T04:17:03.842Z,,,,,,,,,
https://www.instagram.com/p/CVXfQYLMZFw/,No comments found,2022-03-22T04:17:04.217Z,,,,,,,,,
https://www.instagram.com/p/CVU93bjNhn5/,No comments found,2022-03-22T04:17:04.718Z,,,,,,,,,
https://www.instagram.com/p/CVT5RLaltTV/,,2022-03-22T04:17:06.158Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/43129902_369374386938361_8392804479400935424_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=BNguFA404rIAX8M6IAO&tn=n_xVSXrIoc7G0ng5&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-B-QFW6wROxOKx163ozKG9p95y2mUOE1JXp-n9vyKIDw&oe=623F6E61&_nc_sid=705020,ong1840,https://www.instagram.com/ong1840,Good 👏👏,0,0,2021-10-22T01:30:56.000Z,18148376422207593,7177269893
https://www.instagram.com/p/CVPoUerqaEH/,No comments found,2022-03-22T04:17:06.616Z,,,,,,,,,
https://www.instagram.com/p/CVKWHvfM7bX/,No comments found,2022-03-22T04:17:06.965Z,,,,,,,,,
https://www.instagram.com/p/CVC5RsbBAdO/,No comments found,2022-03-22T04:17:07.507Z,,,,,,,,,
https://www.instagram.com/p/CVAh4efjnbv/,No comments found,2022-03-22T04:17:07.920Z,,,,,,,,,
https://www.instagram.com/p/CU99DDIjMF6/,No comments found,2022-03-22T04:17:08.271Z,,,,,,,,,
https://www.instagram.com/p/CU7YTghr9E2/,No comments found,2022-03-22T04:17:08.718Z,,,,,,,,,
https://www.instagram.com/p/CU4zcJsrtn-/,No comments found,2022-03-22T04:17:09.066Z,,,,,,,,,
https://www.instagram.com/p/CUw3WTXMsK-/,No comments found,2022-03-22T04:17:09.397Z,,,,,,,,,
https://www.instagram.com/p/CUt99nxlJLi/,No comments found,2022-03-22T04:17:09.648Z,,,,,,,,,
https://www.instagram.com/p/CUrvcAfANFC/,No comments found,2022-03-22T04:17:10.221Z,,,,,,,,,
https://www.instagram.com/p/CUqocRHq0k_/,No comments found,2022-03-22T04:17:10.641Z,,,,,,,,,
https://www.instagram.com/p/CUo3XRGqpOQ/,No comments found,2022-03-22T04:17:11.226Z,,,,,,,,,
https://www.instagram.com/p/CUmkLERsIHW/,No comments found,2022-03-22T04:17:11.567Z,,,,,,,,,
https://www.instagram.com/p/CUe1z37MWmG/,,2022-03-22T04:17:13.206Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/271149355_6714566558613248_293420178225856521_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ppqS2Eg4TwAAX8vCpcd&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9ymKy5pR81Uq3Q3FcMmWxXYiQXZki6mT67drSm2TT1YQ&oe=6240BFFB&_nc_sid=705020,chapterzerosg,https://www.instagram.com/chapterzerosg,What a great initiative 👏👏👏,1,0,2021-10-05T10:27:10.000Z,18105358453301225,2443904833
https://www.instagram.com/p/CUWyvw0rKD9/,No comments found,2022-03-22T04:17:13.759Z,,,,,,,,,
https://www.instagram.com/p/CUKOf2CPR5U/,No comments found,2022-03-22T04:17:14.319Z,,,,,,,,,
https://www.instagram.com/p/CUJfTyyrgTT/,No comments found,2022-03-22T04:17:14.737Z,,,,,,,,,
https://www.instagram.com/p/CUErcMLvTYc/,,2022-03-22T04:17:16.674Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/274952937_975972433026924_8470771129591927715_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=tByLORygF0MAX8DMXdY&tn=n_xVSXrIoc7G0ng5&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT82mhiXjE2nVNpqh5znVpnq5uicMiLkU76Maz9PA_LWoA&oe=624130D8&_nc_sid=705020,veena_player,https://www.instagram.com/veena_player,வாழ்த்துக்கள்👏,3,0,2021-09-21T13:33:05.000Z,17900282759251275,20689260
https://www.instagram.com/p/CUErcMLvTYc/,,2022-03-22T04:17:16.674Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/218712599_308818994261446_1207915022793963797_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=EenKFUmjLQEAX9Fg_Ex&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9wfI2NF4fPtIyF9kTyhxURNNjHRclpTxgwAkV9djjOzQ&oe=623FBC9D&_nc_sid=705020,viriyacommunityservices,https://www.instagram.com/viriyacommunityservices,中秋节快乐！,1,0,2021-09-21T13:18:22.000Z,17890279295390805,15553412652
https://www.instagram.com/p/CT6yolog4A4/,No comments found,2022-03-22T04:17:17.227Z,,,,,,,,,
https://www.instagram.com/p/CT6Hr6UoUOb/,No comments found,2022-03-22T04:17:17.646Z,,,,,,,,,
https://www.instagram.com/p/CT4N20oLTIt/,No comments found,2022-03-22T04:17:18.229Z,,,,,,,,,
https://www.instagram.com/p/CT1oUrGBZsO/,No comments found,2022-03-22T04:17:18.721Z,,,,,,,,,
https://www.instagram.com/p/CTmHIrnipgv/,No comments found,2022-03-22T04:17:20.775Z,,,,,,,,,
https://www.instagram.com/p/CTlcMmkot86/,No comments found,2022-03-22T04:17:21.292Z,,,,,,,,,
https://www.instagram.com/p/CTjpR8ZhHvX/,,2022-03-22T04:17:23.213Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/206058856_511801983482083_4713926175065008890_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=08wgEMxaWawAX9ymjYA&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8UCMjZmI8OaBX00AdrL2xYpxA51tKnrJaiZeRU5AtG9A&oe=62406D5F&_nc_sid=705020,chuyaomin,https://www.instagram.com/chuyaomin,can live stream this talk on your facebook. then i will not rsvp,0,0,2021-09-09T01:48:24.000Z,17928167263678058,8442026837
https://www.instagram.com/p/CThEXlpAXJv/,No comments found,2022-03-22T04:17:23.827Z,,,,,,,,,
https://www.instagram.com/p/CTeKJ2cHcqF/,No comments found,2022-03-22T04:17:24.243Z,,,,,,,,,
https://www.instagram.com/p/CTWwmGXP7Kl/,No comments found,2022-03-22T04:17:24.777Z,,,,,,,,,
https://www.instagram.com/p/CTRKhycCsKF/,No comments found,2022-03-22T04:17:25.173Z,,,,,,,,,
https://www.instagram.com/p/CTMeHfJn6Co/,No comments found,2022-03-22T04:17:25.586Z,,,,,,,,,
https://www.instagram.com/p/CS6cg-fBNDv/,No comments found,2022-03-22T04:17:25.940Z,,,,,,,,,
https://www.instagram.com/p/CSvz3bpnvEM/,No comments found,2022-03-22T04:17:26.254Z,,,,,,,,,
https://www.instagram.com/p/CSq3Gq5MFRb/,No comments found,2022-03-22T04:17:26.705Z,,,,,,,,,
https://www.instagram.com/p/CSqHCgUBZbs/,No comments found,2022-03-22T04:17:27.143Z,,,,,,,,,
https://www.instagram.com/p/CSofXfQH-VE/,No comments found,2022-03-22T04:17:27.438Z,,,,,,,,,
https://www.instagram.com/p/CSl3kh9HKq1/,No comments found,2022-03-22T04:17:27.886Z,,,,,,,,,
https://www.instagram.com/p/CSjcf5NHj_V/,No comments found,2022-03-22T04:17:28.377Z,,,,,,,,,
https://www.instagram.com/p/CSd_I8_M6NN/,No comments found,2022-03-22T04:17:30.970Z,,,,,,,,,
https://www.instagram.com/p/CSbd3CXM5Zv/,No comments found,2022-03-22T04:17:33.467Z,,,,,,,,,
https://www.instagram.com/p/CSa2TY_nCx-/,No comments found,2022-03-22T04:17:34.031Z,,,,,,,,,
https://www.instagram.com/p/CSY6rbqswb8/,No comments found,2022-03-22T04:19:18.763Z,,,,,,,,,
https://www.instagram.com/p/CSYFdUMA5He/,No comments found,2022-03-22T04:19:19.196Z,,,,,,,,,
https://www.instagram.com/p/CSVgrt5L6AH/,No comments found,2022-03-22T04:19:19.435Z,,,,,,,,,
https://www.instagram.com/p/CSOtCm4nqDt/,No comments found,2022-03-22T04:19:19.834Z,,,,,,,,,
https://www.instagram.com/p/CSL7MZEnz5s/,No comments found,2022-03-22T04:19:20.259Z,,,,,,,,,
https://www.instagram.com/p/CSJYxYGNzOV/,No comments found,2022-03-22T04:19:20.653Z,,,,,,,,,
https://www.instagram.com/p/CSGmOgpt09Z/,No comments found,2022-03-22T04:19:21.168Z,,,,,,,,,
https://www.instagram.com/p/CSEPy1_HBuS/,No comments found,2022-03-22T04:19:21.531Z,,,,,,,,,
https://www.instagram.com/p/CR8TDvctzQI/,No comments found,2022-03-22T04:19:21.776Z,,,,,,,,,
https://www.instagram.com/p/CR5uUBZhals/,No comments found,2022-03-22T04:19:22.226Z,,,,,,,,,
https://www.instagram.com/p/CR3Jf4VNyNc/,No comments found,2022-03-22T04:19:22.598Z,,,,,,,,,
https://www.instagram.com/p/CRqRkZus36X/,No comments found,2022-03-22T04:19:23.171Z,,,,,,,,,
https://www.instagram.com/p/CRnrq9WnjwE/,,2022-03-22T04:19:24.741Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/212144234_178886294216717_249701005710236030_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Mb5XtcGaHU8AX9UqHFG&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_o5aySr6gH98WIxx59RRLC4AWTrybJqisYIW6hI70CAg&oe=623F8F97&_nc_sid=705020,selflovesg,https://www.instagram.com/selflovesg,👏👏👏,0,0,2021-07-23T16:47:23.000Z,17914527892881805,47189934878
https://www.instagram.com/p/CRgS8LRAtOF/,,2022-03-22T04:19:27.085Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/43129902_369374386938361_8392804479400935424_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=BNguFA404rIAX8F3sS7&tn=n_xVSXrIoc7G0ng5&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_vYSg1pGt0e1WC0kOUF1bGXFywe6zxcnTDii72UWevjA&oe=623F6E61&_nc_sid=705020,ong1840,https://www.instagram.com/ong1840,Nice 👏👏,0,0,2021-07-19T10:11:18.000Z,18186945358119839,7177269893
https://www.instagram.com/p/CRDo5U5Hr6I/,No comments found,2022-03-22T04:19:27.616Z,,,,,,,,,
https://www.instagram.com/p/CRBEyA1nq1x/,No comments found,2022-03-22T04:19:28.060Z,,,,,,,,,
https://www.instagram.com/p/CQ40Eyun_ZF/,No comments found,2022-03-22T04:19:28.521Z,,,,,,,,,
https://www.instagram.com/p/CQvDQePgENw/,,2022-03-22T04:19:30.845Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/30086717_226598204560907_5529300859185266688_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=4cIg9pxdyt4AX-zm5Gq&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9-EyhSggc4S1KHKrYsfqVpSyZhtbA3lLMMlifY30UYyQ&oe=623F4D7B&_nc_sid=705020,sgchildrensoc,https://www.instagram.com/sgchildrensoc,"Hi. Hope you are less sad today. You can reach Tinkle Friend at helpline (1800-2744-788) or online chat, www.tinklefriend.sg to chat on this",0,0,2021-07-05T03:02:18.000Z,17891220734201060,1646646616
https://www.instagram.com/p/CQvDQePgENw/,,2022-03-22T04:19:30.845Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/275806782_944537082912024_4228537779868717874_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=-dXXyp3Un_EAX8bowBp&tn=n_xVSXrIoc7G0ng5&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8yk2qT0GlwxPpSbYg2iPnaCY7tl1Jkw0dzztZYpNNKbA&oe=623F7754&_nc_sid=705020,hzi9ah13,https://www.instagram.com/hzi9ah13,I feel very sad today because I wanted to wear a ear ring for my first time but my parents don't allow me what can I do to make my parents allow 😔😢,0,0,2021-07-02T11:14:13.000Z,18119381497225251,48089000045
https://www.instagram.com/p/CQvDQePgENw/,,2022-03-22T04:19:30.845Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/275806782_944537082912024_4228537779868717874_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=-dXXyp3Un_EAX8bowBp&tn=n_xVSXrIoc7G0ng5&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8yk2qT0GlwxPpSbYg2iPnaCY7tl1Jkw0dzztZYpNNKbA&oe=623F7754&_nc_sid=705020,hzi9ah13,https://www.instagram.com/hzi9ah13,Hey tinker friend😢,0,0,2021-07-02T11:12:58.000Z,17911904281791263,48089000045
https://www.instagram.com/p/CQseaa2BZVh/,No comments found,2022-03-22T04:19:31.530Z,,,,,,,,,
https://www.instagram.com/p/CQiLOT6F-Vc/,No comments found,2022-03-22T04:19:31.890Z,,,,,,,,,
https://www.instagram.com/p/CQfmd1wjWvV/,No comments found,2022-03-22T04:19:32.233Z,,,,,,,,,
https://www.instagram.com/p/CQdBqxmgety/,,2022-03-22T04:19:33.876Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/191271695_528530841640860_4893287989642429427_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=EDlT28V7o2kAX-7fOBX&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8LgdmFiBL1Eb6dP3GaZ7UjdkADxaxlSnc-JFqEA8aFbw&oe=624091A4&_nc_sid=705020,mazzienaz,https://www.instagram.com/mazzienaz,@rynnnasir,0,0,2021-06-24T12:32:33.000Z,17917278412705732,205478039
https://www.instagram.com/p/CQUxA7VnWm_/,,2022-03-22T04:19:35.905Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/128436346_711079116169477_5504969916727799424_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=qCrcZdup37sAX9KhYbc&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8JGzgCrd7zMp5_zbBdzLoR3-VSpxYeuHv_4hJIcpgb3w&oe=624117EC&_nc_sid=705020,daughtersoftomorrow,https://www.instagram.com/daughtersoftomorrow,Happy father's day 🌷,0,0,2021-06-20T05:20:44.000Z,17868108158520054,3962903522
https://www.instagram.com/p/CQQJsHIn0SW/,,2022-03-22T04:19:37.569Z,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/205154329_289426596202705_5400417273951589182_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=KBFTAd1SGjAAX9Cva7n&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-oXN6JEhA6yqF8zz2Bn4_hTgOKC5-hdBYArqeI8kDBJA&oe=6240A0C2&_nc_sid=705020,ozia_steve,https://www.instagram.com/ozia_steve,Wow. Please bring on more of this. Will you??,0,0,2021-06-19T05:57:49.000Z,18081545680276554,1503416504
