postUrl,description,commentCount,likeCount,pubDate,likedByViewer,isSidecar,type,profileUrl,username,fullName,imgUrl,postId,timestamp,query,videoUrl,viewCount,taggedFullName1,taggedUsername1,taggedFullName2,taggedUsername2,location,locationId,taggedFullName3,taggedUsername3,taggedFullName4,taggedUsername4,taggedFullName5,taggedUsername5
https://www.instagram.com/p/CbWgkYuBvN_/,"It’s World Down Syndrome Day, and this year, we reflect on what #InclusionMeans. To Chun Ru and Zhuo Ying, that means accepting them for who they are, and enabling them to contribute to society in their own ways. 

Let’s celebrate this special day together! Tell us what inclusion means to you too #InclusiveSG",2,69,2022-03-21T04:00:59.000Z,false,true,Photo,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/276032167_2814259892207294_4249570654312457781_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ovcUxr-ZlTkAX9ZTryq&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5ODU2NzQ1MTA5NTY2MzY5NQ%3D%3D.2-ccb7-4&oh=00_AT_xW6LkyswbpCPMoZGKro7_KqMm_A8-Op1jts1W55xGEQ&oe=6241460A&_nc_sid=83d603,2798567451095663695_1993519912,2022-03-22T06:07:20.924Z,https://www.instagram.com/msfcares/,,,,,,,,,,,,,,
https://www.instagram.com/p/CbWgkYuBvN_/,"It’s World Down Syndrome Day, and this year, we reflect on what #InclusionMeans. To Chun Ru and Zhuo Ying, that means accepting them for who they are, and enabling them to contribute to society in their own ways. 

Let’s celebrate this special day together! Tell us what inclusion means to you too #InclusiveSG",2,69,2022-03-21T04:00:59.000Z,false,true,Photo,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/276088635_919636468716632_1640420364802585774_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=G3jomcGK7S0AX-cYv1j&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5ODU2NzQ1MTA5NTU5ODEyMQ%3D%3D.2-ccb7-4&oh=00_AT-KbQOR464SR6K_sTNVsDp9YykShLudO7BmHrj0hmYhaQ&oe=623FEA0E&_nc_sid=83d603,2798567451095598121_1993519912,2022-03-22T06:07:20.924Z,https://www.instagram.com/msfcares/,,,,,,,,,,,,,,
https://www.instagram.com/p/CbJcPjVJS9e/,"Our colleagues at Child Protective Service (CPS) work with families to ensure the safety and well-being of children and young persons. At the same time, they bring in community partners, who support families in rebuilding relationships between parents and their children. Madam Leona, a former CPS client, shares candidly about her parenting journey and struggles, and how her relationship with her children improved when she accepted help.

#TheCareFactor",0,114,2022-03-16T02:14:17.000Z,false,false,Video,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/275801921_1965786260267945_2592920273859808175_n.jpg?stp=dst-jpg_e15_p640x640&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=8mY9fWCZRJ8AX-RpMiJ&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NDg4OTI1Nzc5MDI4NzcxMA%3D%3D.2-ccb7-4&oh=00_AT9q37JCLAupWW7SLY7Xv2_lOH7qPJvgwxoclfWdnHSFQg&oe=62401236&_nc_sid=83d603,2794889257790287710_1993519912,2022-03-22T06:07:21.158Z,https://www.instagram.com/msfcares/,https://scontent-vie1-1.cdninstagram.com/v/t50.16885-16/10000000_489764759483881_910125951326447671_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEyODAuaWd0di5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=0SG9Jun0xnkAX9L2T4X&edm=AABBvjUBAAAA&vs=17984015509476233_1825447438&_nc_vs=HBksFQAYJEdJQ1dtQURwTllNX2NMMEJBRGRvclEyN2FxRU1idlZCQUFBRhUAAsgBABUAGCRHREROY0JCblJnUmlWRndDQURHNkRIQVBKUWhoYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbwlPeLwuvtPxUCKAJDMywXQG77tkWhysEYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&ccb=7-4&oe=623BDFB5&oh=00_AT-meSLzvJHGKWvLmzQZ80bma95iEu6b7kvxmrjDlL7ntw&_nc_sid=83d603,1625,,,,,,,,,,,,
https://www.instagram.com/p/CbHTInSpf7l/,"Happy Social Work Day! Thank you to all our social workers for your dedication and tireless work behind the scenes to help those in need.
 
Three social workers, Firoz, Bridget and Swee Lee, tell us what motivates them to support individuals and families in need.",0,149,2022-03-15T06:15:00.000Z,false,true,Photo,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/275806559_400381205229025_4385239152803554583_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=_Mf5TE2rOA0AX88FSxP&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NDI4NjI0NDMxNDg2Mjg5OA%3D%3D.2-ccb7-4&oh=00_AT_dJGU4HAxF-Fo9aLxriLV7zdZlwU9hIM92ZNMk14Lw1g&oe=623FA34C&_nc_sid=83d603,2794286244314862898_1993519912,2022-03-22T06:07:21.434Z,https://www.instagram.com/msfcares/,,,,,,,,,,,,,,
https://www.instagram.com/p/CbHTInSpf7l/,"Happy Social Work Day! Thank you to all our social workers for your dedication and tireless work behind the scenes to help those in need.
 
Three social workers, Firoz, Bridget and Swee Lee, tell us what motivates them to support individuals and families in need.",0,149,2022-03-15T06:15:00.000Z,false,true,Photo,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/275718564_1888601397994742_3446305992215797766_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=uOjJxlRkwc0AX8LhE58&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NDI4NjI0NDIzOTQwNTU5NA%3D%3D.2-ccb7-4&oh=00_AT8BRWnQNZOlTVkjmHtyZIAy_SBGqQl4X2huddXUZ6MFEw&oe=623FBAB9&_nc_sid=83d603,2794286244239405594_1993519912,2022-03-22T06:07:21.434Z,https://www.instagram.com/msfcares/,,,,,,,,,,,,,,
https://www.instagram.com/p/CbHTInSpf7l/,"Happy Social Work Day! Thank you to all our social workers for your dedication and tireless work behind the scenes to help those in need.
 
Three social workers, Firoz, Bridget and Swee Lee, tell us what motivates them to support individuals and families in need.",0,149,2022-03-15T06:15:00.000Z,false,true,Photo,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/275798961_507823877356348_794237763402286593_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=l2GGt5A9yRwAX8t9LW6&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NDI4NjI0NDMyMzE5OTA5OQ%3D%3D.2-ccb7-4&oh=00_AT8OudHHxnCRFbaQ1cawIcvq-WpLhBSUnFHb3KgsnsOEbQ&oe=6240D668&_nc_sid=83d603,2794286244323199099_1993519912,2022-03-22T06:07:21.434Z,https://www.instagram.com/msfcares/,,,,,,,,,,,,,,
https://www.instagram.com/p/CbHTInSpf7l/,"Happy Social Work Day! Thank you to all our social workers for your dedication and tireless work behind the scenes to help those in need.
 
Three social workers, Firoz, Bridget and Swee Lee, tell us what motivates them to support individuals and families in need.",0,149,2022-03-15T06:15:00.000Z,false,true,Photo,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/275731452_112977928003872_764789891230093296_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=bMX1hA2y9ZIAX8KFs8c&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NDI4NjI0NDIyMjYxNTkwMg%3D%3D.2-ccb7-4&oh=00_AT9c5AC3I5dXf4A_Jt_5z7dKDAIHiNN94Z6x7nhhRkpzIA&oe=623F5B27&_nc_sid=83d603,2794286244222615902_1993519912,2022-03-22T06:07:21.434Z,https://www.instagram.com/msfcares/,,,,,,,,,,,,,,
https://www.instagram.com/p/Ca6mRkdpaZJ/,"MSF will work with Singaporeans to build a resilient Singapore, as we continue our battle against the Covid-19 pandemic. MSF will be introducing new, and enhancing existing initiatives to continue to help families become stronger.

Swipe the images for an overview of our main announcements. More details on our #SGBudget2022 announcements can be found here: https://go.gov.sg/msfcos2022",0,42,2022-03-10T07:52:07.000Z,false,true,Photo,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/275408002_4765309330246030_620793893186444336_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=xTIGxT3zx0oAX_OxEAH&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5MDcxMTI0NzcxMzM1NTgxOA%3D%3D.2-ccb7-4&oh=00_AT8y-8vPOeSXubNji9pLbVu7gFmJ0UOXuHuFhtu6DQPFng&oe=62408B1C&_nc_sid=83d603,2790711247713355818_1993519912,2022-03-22T06:07:21.747Z,https://www.instagram.com/msfcares/,,,,,,,,,,,,,,
https://www.instagram.com/p/Ca6mRkdpaZJ/,"MSF will work with Singaporeans to build a resilient Singapore, as we continue our battle against the Covid-19 pandemic. MSF will be introducing new, and enhancing existing initiatives to continue to help families become stronger.

Swipe the images for an overview of our main announcements. More details on our #SGBudget2022 announcements can be found here: https://go.gov.sg/msfcos2022",0,42,2022-03-10T07:52:07.000Z,false,true,Photo,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/275640057_531964861585620_6544101933332646476_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=xcIkMNZ541UAX9-ygPc&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5MDcxMTI0NzY4ODE5ODA4Nw%3D%3D.2-ccb7-4&oh=00_AT-ISRujhfRsL-YbrxjXDZa4MMTg-BHjvuqms-FRR0kjPA&oe=62402DC8&_nc_sid=83d603,2790711247688198087_1993519912,2022-03-22T06:07:21.747Z,https://www.instagram.com/msfcares/,,,,,,,,,,,,,,
https://www.instagram.com/p/Ca6mRkdpaZJ/,"MSF will work with Singaporeans to build a resilient Singapore, as we continue our battle against the Covid-19 pandemic. MSF will be introducing new, and enhancing existing initiatives to continue to help families become stronger.

Swipe the images for an overview of our main announcements. More details on our #SGBudget2022 announcements can be found here: https://go.gov.sg/msfcos2022",0,42,2022-03-10T07:52:07.000Z,false,true,Photo,https://www.instagram.com/msfcares,msfcares,MSF Singapore,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/275602134_488049606301213_4020155840669127789_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=aJDorGS5qf4AX_XUGLm&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5MDcxMTI0Nzc3MjExMTU4NA%3D%3D.2-ccb7-4&oh=00_AT97BUHa8rvc9nQCIfmc5rMcQLG1VmsbUND89PTVIZy7dQ&oe=623FA85F&_nc_sid=83d603,2790711247772111584_1993519912,2022-03-22T06:07:21.747Z,https://www.instagram.com/msfcares/,,,,,,,,,,,,,,
